[01mar2025 16:16:44.089] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--gameDir, ., --launchTarget, fmlserver, --fml.forgeVersion, 36.2.34, --fml.mcpVersion, 20210115.111550, --fml.mcVersion, 1.16.5, --fml.forgeGroup, net.minecraftforge]
[01mar2025 16:16:44.093] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 8.1.3+8.1.3+main-8.1.x.c94d18ec starting: java version 1.8.0_442 by Temurin
[01mar2025 16:16:44.584] [main/INFO] [net.minecraftforge.fml.loading.FixSSL/CORE]: Added Lets Encrypt root certificates as additional trust
[01mar2025 16:16:44.612] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.4 Source=file:/C:/Users/Henrique/Videos/pixelmongithub/server/pixelmongithub/server/libraries/org/spongepowered/mixin/0.8.4/mixin-0.8.4.jar Service=ModLauncher Env=SERVER
[01mar2025 16:16:45.866] [main/INFO] [cpw.mods.modlauncher.LaunchServiceHandler/MODLAUNCHER]: Launching target 'fmlserver' with arguments [--gameDir, .]
[01mar2025 16:16:45.913] [main/WARN] [mixin/]: Reference map 'yawp.refmap.json' for yawp.mixins.json could not be read. If this is a development environment you can ignore this message
[01mar2025 16:16:45.915] [main/WARN] [mixin/]: Reference map 'createdeco.refmap.json' for createdeco.mixins.json could not be read. If this is a development environment you can ignore this message
[01mar2025 16:16:47.795] [main/INFO] [FerriteCore - class definer/]: Using Java 8 class definer
[01mar2025 16:16:57.280] [modloading-worker-11/INFO] [STDOUT/]: [yalter.mousetweaks.Logger:Log:6]: [Mouse Tweaks] Disabled because not running on the client.
[01mar2025 16:16:57.459] [modloading-worker-3/INFO] [com.simibubi.create.repack.registrate.AbstractRegistrate/]: Detected new forge version, registering events reflectively.
[01mar2025 16:16:57.460] [modloading-worker-10/INFO] [com.simibubi.create.repack.registrate.AbstractRegistrate/]: Detected new forge version, registering events reflectively.
[01mar2025 16:16:57.555] [modloading-worker-5/INFO] [net.minecraftforge.common.ForgeMod/FORGEMOD]: Forge mod loading, version 36.2.34, for MC 1.16.5 with MCP 20210115.111550
[01mar2025 16:16:57.567] [modloading-worker-3/INFO] [com.simibubi.create.repack.registrate.AbstractRegistrate/]: Detected new forge version, registering events reflectively.
[01mar2025 16:16:57.582] [modloading-worker-5/INFO] [net.minecraftforge.common.MinecraftForge/FORGE]: MinecraftForge v36.2.34 Initialized
[01mar2025 16:16:57.673] [modloading-worker-13/INFO] [com.simibubi.create.repack.registrate.AbstractRegistrate/]: Detected new forge version, registering events reflectively.
[01mar2025 16:16:57.711] [modloading-worker-8/INFO] [Pixelmon/]: Patched lifecycle fields.
[01mar2025 16:17:02.007] [main/INFO] [net.minecraftforge.registries.GameData/]: Potentially Dangerous alternative prefix `create` for name `schematicannon`, expected `createdeco`. This could be a intended override, but in most cases indicates a broken mod.
[01mar2025 16:17:02.009] [main/INFO] [net.minecraftforge.registries.GameData/]: Potentially Dangerous alternative prefix `create` for name `schematic_table`, expected `createdeco`. This could be a intended override, but in most cases indicates a broken mod.
[01mar2025 16:17:02.016] [main/INFO] [net.minecraftforge.registries.GameData/]: Potentially Dangerous alternative prefix `create` for name `shaft`, expected `createdeco`. This could be a intended override, but in most cases indicates a broken mod.
[01mar2025 16:17:02.018] [main/INFO] [net.minecraftforge.registries.GameData/]: Potentially Dangerous alternative prefix `create` for name `cogwheel`, expected `createdeco`. This could be a intended override, but in most cases indicates a broken mod.
[01mar2025 16:17:02.018] [main/INFO] [net.minecraftforge.registries.GameData/]: Potentially Dangerous alternative prefix `create` for name `large_cogwheel`, expected `createdeco`. This could be a intended override, but in most cases indicates a broken mod.
[01mar2025 16:17:02.019] [main/INFO] [net.minecraftforge.registries.GameData/]: Potentially Dangerous alternative prefix `create` for name `andesite_encased_shaft`, expected `createdeco`. This could be a intended override, but in most cases indicates a broken mod.
